#,Module,คำถาม (ลูกค้าแจ้ง),คำตอบ (มาตรฐาน)
1158,ห้องยาผู้ป่วยใน,ขออนุญาต สอบถาม ค่ะ กรณี บันทึกโน๊ต ตรงนี้ แล้ว ข้อความจะขึ้นเตือนหน้าไหนคะ,ส่วนนี้จะไม่แจ้งเตือนนะคะ จะต้องกดที่ Note เพื่ออ่านรายการค่ะ ส่งแก้ เพิ่มสัญลีกษณ์
1159,ห้องยาผู้ป่วยใน,ขอเพิ่มฟอร์ม due,เอกสารนี้สามารถ สร้างฟอร์มได้เลยนะ
1160,ห้องยาผู้ป่วยใน,Admin ช่วยตรวจสอบ เคสนี้ด้วย add chart แล้วยาขึ้นซ้ำ ตั้งแต่ลำดับที่11-38 ซ้ำ ยา 2 รายการ วนไป,แก้ไขเรียบร้อย
1161,ห้องยาผู้ป่วยใน,รบกวนแอดมินค่ะ เคสนี้มี lora 2 วิธี แต่ใน current ขึ้น 1*1 เหมือนกัน addchart มาจึงซ้ำกันค่ะ,จากการตรวจสอบมีการแก้ไขวิธีใช้ยานะคะ
1162,ห้องยาผู้ป่วยใน,รหัสยาไม่ตรงกันค่ะ ของneoไม่มี 6×7,มีข้อมูล
1163,ห้องยาผู้ป่วยใน,รบกวนสอบถามว่าตอนนี้ neo สามารถเก็บ report การทำ MR ได้หรือยังคะ,ตอนนี้ยังไม่สามารถเก็บ report ได้นะคะ
1164,ห้องยาผู้ป่วยใน,ห้องยาจะสามารถใช้ได้ปกติ ตอนไหนคะ 🥺 สามารถเร่งให้ในสัปดาห์นี้ได้มั้ยคะ คนไข้เริ่มเยอะแล้วค่ะ,ขณะนี้หากทำการอัปเดตระบบอาจส่งผลให้การทำงานโดยรวมช้าลง เนื่องจากทีมกำลังเร่งแก้ไขปัญหาที่ส่วนของห้องยาอยู่ค่ะ ขออภัยในความไม่สะดวกค่ะ
1165,ห้องยาผู้ป่วยใน,กดทำงานแล้วเป็นแบบนี้,รบกวนกดปุ่ม Ctrl+F5 Refresh Chrome โดยปกติหากเป็นเวอร์ชั่นปัจจุบันแล้วจะมีเลขเวอร์ชั่นตามที่ทีมอัปเดตแจ้งค่ะ
1166,ห้องยาผู้ป่วยใน,stickerยา จากรายการยานอก dose ยา หรือวิธีการใช้ยา ถึงไม่ตรงกัน,ในส่วนของยานอกรพ. ของระบบ Neo ยังไม่สามารถพิมพ์สติกเกอร์
1167,ห้องยาผู้ป่วยใน,วิธี add chart จากที่ตึก ช่วยบอกวิธี ห้องยาจะลองคุยกับตึก stroke ให้ลองทำก่อนที่ตึกอื่นจะขึ้น paperless,ส่งคู่มือ
1168,ห้องยาผู้ป่วยใน,พอดีเคสนี้แพทย์สั่งใช้ mgso4 3 วัน จะครบวันนี้แต่ยาไม่ออกมาพร้อมกับยาประจำวันตัวอื่น สามารถแก้ไขยังไงบ้าง,ยาวันเดย์ จะแสดง เพียง 24 ชม.นะเช่นสั่ง 18 10.00 ก็จะ off วันที่ 19 เวลา 10.00 แนะนำออเดอรร์วันนี้ เพิ่มเติมนะ
1169,ห้องยาผู้ป่วยใน,เคสนี้มี home med คุณพยาบาลยัง add chart ปลว่าไม่เกี่ยวกับว่ามี home med หรือไม่ แต่เป็นว่าที่ตึกทำจำหน่ายหรือยังใช่คพอดีที่แรกประสานตึกว่าหากคุณหมอราวน์ครบให้ add chart มา แปลว่าถ้าให้ครบถ้วนจริงๆต้องเป็นทำหลังตึกทำจำหน่ายเรียบร้อยนะะ,ผู้ป่วยยังไม่จำหน่าย มีaddchart ทั้งตึกมานะ
1170,ห้องยาผู้ป่วยใน,Plasil มีแต่แบบ TAB ใช่เปล่า ขนาด 10 mg,ส่่วนนี้ระบบดึงจากฐานของรพ.
1171,ห้องยาผู้ป่วยใน,พอดีเคสนี้เภสัช detect ได้ว่าคนไข้แพ้ยา clinda (เนื่องจากเป็นคนประเมินแพ้ยาและปกติเคส d/c จะมีการปริ๊นท์สติกเกอร์ยาในผู้ป่วย D/C จาก hos-xp เลยมีข้อมูลแพ้ยาโชว์ แต่สติกเกอร์จาก neohos ยังไม่โชว์ข้อมูล),ปรับแพ้ยาเพิ่มแล้ว
1172,ห้องยาผู้ป่วยใน,เขียน Note แล้ว จะแสดงข้อความขึ้นตรง,รายการนี้จะเก็บเป็นประวัติไว้ ไม่แสดงข้อความหรือแจ้งเตือน
1173,ห้องยาผู้ป่วยใน,ในระบบมีใบเซ็นต์รับศพ,ทาง neo ยังไม่มีเอกสารส่วนนี้
1174,ห้องยาผู้ป่วยใน,เป็นยา oneday ให้dose เดียว แต่ยังขึ้นของวันที่13,ยา one day จะแสดงครบ 24 ชม.
1175,ห้องยาผู้ป่วยใน,"แจ้งปัญหา
คำสั่ง Review Treament
ยาที่แพทย์สั่งใช้ต่อ (ฝั่ง Cont) ไม่เข้ามาหน้ารายละเอียดใบสั่งยา",Review Treament เป็นเพียงการตรวจสอบรายการยาที่ผู้ป่วยได้รับ จะไม่แสดงบนใบรายละเอียดการสั่งยา รายการยาจะแสดงเมื่อมีการ addchart
1176,ห้องยาผู้ป่วยใน,ตรวจสอบเคสนี้ คำสั่งใช้ยาไม่ตรงกับ order แพทย์,มีการแก้ไขวิธีใช้ยา
1177,ห้องยาผู้ป่วยใน,จากห้องยา พอดีเราจ่ายยาแล้ว อยากจะมาลง บริบาลทางเภสัชกรรม ย้อนหลัง แต่มันไม่มีปุ่มให้ลงเหมือนของหน้าnew order สามารถลงย้อนหลังได้ทาง,หากจ่ายยาไปแล้วไม่สามารถลงย้อนหลังได้
1178,ห้องยาผู้ป่วยใน,Order d/c ไม่ส่งมาห้องยา 680000668,รายการสั่งยายังไม่รับออเดอร์นะ
1179,ห้องยาผู้ป่วยใน,เคสนี้ไม่โผล่ใน new order สั่งยาประมาณตอน 11 โมงครึ่ง มาช่วงบ่ายพบอีกทีอยู่ในช่องจ่ายยาแล้ว หน้าที่ที่จัดยายืนยันว่าไม่เห็นชื่อคนไข้รายนี้,จากการตรวจสอบข้อมูลที่ฐาน user นี้เป็นผู้จัดยาและตรวจสอบยา
1180,ห้องยาผู้ป่วยใน,รายการยา continue มาริษาไม่ off ยา อยากรู้ว่าเกิดจากอะไร วันที่ off ยาเป็นวันที่ 22/3/68 แต่วันนี้เพิ่งจะวันที่ 16 เจอหลายเคสแล้ว ไม่แน่ใจว่าเกิดจากอะๆร ห้องยาไปกดตรง จะระวัง,ต้องหาสาเหตุการ Off เพิ่มเติม เช็ค Log ยังไม่
1181,ห้องยาผู้ป่วยใน,ขอทางหน้าที่ 🅘🅒🅔~🅘🅒🅔_2495 หนูเป็นเภสัชกรผู้อยู่เวรวันที่ 15 นะ วันนั้นหนูทำการกดรับออเดอร์ กดยืนยันการจัดยา และยืนยันการจ่ายยา กระบวนการดังกล่าวทำให้ออเดอร์ล็อกหรือไม่ ไม่กดอย่างอื่นนอกจากที่กล่าวไปเลย,หากติ๊กปุ่มนี้ไว้คือการล๊อคใบสั่งยาแล้วนะ
1182,ห้องยาผู้ป่วยใน,คนไข้ที่กด save allไปแล้ว. แต่ลืมพิมพ์ใบสั่งยา สามารถกดสั่งใบสั่งยาเพิ่มเติมจากช่องทาง ในหน้าช่องจ่ายยามีแต่ให้สั่งพิมพ์สติ๊กเกอร์ไม่มีช่องให้สั่งพิมพ์ใบสั่งยาเลย,แนะนำสั่งพิมพ์ใบสั่งยาย้อนหล้งที่หน้า Medication Profile
1183,ห้องยาผู้ป่วยใน,ทางneohos ตัดยาone day ที่เวลาเที่ยงคืน หรือตัดตามเวร(8.00),หากรับออเดอร์เวลา 08.00 ก็จะ ตัด เวลา 08.00 ของอีกวัน 24 ชม.
1184,ห้องยาผู้ป่วยใน,"เพิ่มเติม แนนรวม a,b,c,d ที่โชว์อยู่หน้าต่างแรก จะแสดงประเภทที่พยาบาลประเมินครั้งแรก ตอนแรกรับหรือ update ในทุกๆ เวรตามที่พยาบาลประเมิน และหากเวลาเราจะดึงข้อมูล มาดูเป็นภาพรวมของแต่ละเดือน ว่า จำนวนยอดผู้ป่วยทั้งเดือนเท่าไหร่ และประเภทคนไข้รวม ประเภท เดือนนี้ a,b,c,d,e กี่เคส สามารถทำ",แนนรวมจะแสดงครั้งล่าสุดของการประเมิน ส่วนเรื่องรายงานประเภทคนไข้ตอนนี้ยังไม่สามารถสรุป ยังไม่มีรายงานในส่วนนี้ ทางทีมต้องขอเก็บมาพัฒนาเพิ่มเติมให้
1185,ห้องยาผู้ป่วยใน,ห้องคลอดแจ้งว่ามีเวชภัณฑ์สายสวนเบอร์ 16 แต่หน้าจอคอมห้องยาไม่มีข้อมูลเหล่านี้ขึ้น,รายการที่ไม่ใช่ยาจะไม่ถูกส่งไปจัดยาจะอยู่ที่หน้าเวชภัณฑ์มิใช่ยา
1186,ห้องยาผู้ป่วยใน,"แอดมินOrder no. 353635 กับ 353648
ของเคส วันนี ไชยโคตร ออเดอร์ยาซ้ำซ้อนกัน
แต่พอกดดูรายละเอียดสั่งแพทย์แล้วมีออเดอร์เดียวงง😅",353635 เป็นใบTRx เป็นรายการโอนมาจากopd
1187,ห้องยาผู้ป่วยใน,รายการยากลับบ้านของเตียง 13 นางสาวเกศรินช่างชุบ พยาบาลกดรับออเดอร์แล้วแต่ว่าออเดอร์ไม่ขึ้นที่ห้องยา,มีรายการอยู่
1188,ห้องยาผู้ป่วยใน,ห้องยาไม่มีคนไข้กลับบ้านเตียง 13 กับเตียง 19 ขึ้นหน้าห้องยา,ติ้กแสดงรายการยาHMeรายการจะแสดง
1189,ห้องยาผู้ป่วยใน,"แอดมิน ออเดอร์ยาฉีด ที่ถูก off ไปแล้ว ยังขึ้นหน้าสั่งยา continue แต่ไล่ดูแล้วก็ไม่มีออเดอร์ซ้ำนะ
ตรวจสอบ",เพิ่มรายการยามานอกเหนือจากใบสั่งยาไม่มีจากออเดอร์แพทย์แต่เป็นการเพิ่มที่ใบสั่งยา ส่วนนี้ที่ทีมยังไม่พบคือเพิ่มจากใบสั่งยาแล้วมีการแก้ไขวันที่สั่งที่รายการหน้า current หรือไม่เป็นรายการเดียวที่ไม่ถูกเพิ่มจากใบออเดอร์ neo หน้าที่สามารุถลบรายการยาที่current เลย เพราะหากaddchart ยาจะมาแสดงอีก
1190,ห้องยาผู้ป่วยใน,แล้วห้องยาจะทราบยังไง ว่ารายการยาที่แพทย์สั่ง แต่ถูกลบไป(ทำให้ไม่ขึ้นในรายการจัดยา) แต่ยังแสดงใน doctor order sheet ว่ามีการออเดอร์ยานี้ สรุปจะสั่งใช้หรือไม่สั่ง ต้อง consult แพทย์เอาใช่คร้บ,ส่วนนี้ต้อง consult เพิ่มเติม เนื่องจากทีมดูเวลาที่รับบออเดอร์แล้ว รับเสร็จประมาณ 1 นาที ลบรายการยาออกจาาใบสั่งยานี้ เกรงว่าหน้าที่พยาบาลจะรับผิดออเดอร์หรือไม่
1191,ห้องยาผู้ป่วยใน,ในส่วนของห้องยา จะสามารถรีเชคยังไง ในกรณีแพทย์ออเดอร์ยาแล้ว แต่พยาบาลยังไม่รับออเดอร์ ทำให้รายการยาไม่มาวนส่วนจัดยาอะ,โดยปกติหากยังไม่รับออเดอร์จะไม่แสดงไปที่ห้องยาอยู่แล้วแต่ในกรณีที่พบคือรับบออเดอร์แล้ว ลบรายการที่รับออกจากใบสั่งยาห้องยาที่ล๊อคอินอยู่สามารถดูรายชื่อผู้ป่วยที่หน้าการทำงานนี้ะเนื่องจากหน้าการทำงานนี้จะแสดงแฟ้มสีน้ำเงินที่พยาบาลยังไม่รับบออเดอร์
1192,ห้องยาผู้ป่วยใน,เปิดแท๊บห้องผู้ป่วยใน,เปิดให้ห้องยา
1193,ห้องยาผู้ป่วยใน,"แอดมิน รายการยา pyrazinamide 500 mg ถูก off ใน doctors order sheet 
แต่ในรายการยา continue ยังมียาขึ้นมาอยู่
ผิดพลาดที่ตรง",มีรายการยา ที่คู่ใบออเดอร์ถูกoff ไปแล้ว แต่มีรายการยาที่มาจากระบบเดิมรันยาจ่ายอยู่
1194,ห้องยาผู้ป่วยใน,หน้าทำงานระบบห้องยา เอาติ๊กถูก ตรง lock order ออกได้ตั้งา default ไม่ต้องมีติ๊ก lock order,รายการใบสั่งยาที่ผ่านห้องยาแล้วต้องล๊อคนะเพิ่มไม่ให้แก้ไขรายการในใบนั้นๆระบบเลยดีฟอล์ตอ๊กนะ
1195,ห้องยาผู้ป่วยใน,All ตรงที่วงกลม ยังไม่ได้รับการแก้ไข ตรงบันทึกแก้ไขรายการ อยู่ใกล้กับ Lock Order ทำให้มีโอกาสกดโดน Lock order,ตามปัญหาเก่ากับทีที่ไปอบรมหน้างาน (ลูกค้าแจ้งว่าตอนนั้นที่มา รพ. บอกว่าจะแก้ไขให้โดยเอาปุ่มสีเขียว บันทึกแก้ไขรายการ นำขึ้นไปไว้ข้างบน )
1196,ห้องยาผู้ป่วยใน,หน้า นี้ถ้ามีการจ่ายยาไปแล้ว จะมีรายชื่อคนไข้เหลือ,หากมีการจ่ายยาแล้วชื่อคนไข้จะย้ายไปที่ จ่ายยาแล้ว
1197,ห้องยาผู้ป่วยใน,เติมเวลาที่ช่องสีเหลือง รึว่าช่องสีแดง ถึงจะลิงค์ใบmar,หากใช้ใบ mar V.2 เป็นการบริหารถายใน mar
1198,ห้องยาผู้ป่วยใน,"ห้องยาขอปรึกษาทีม Neo 
- เรื่องการปรับเปลี่ยนจำนวนยา continue
- การ OFF รายการยาที่ซ้ำกัน สามารถโทรปรึกษา",โทรคุย 30 นาที จะต้องอัพเดทเนื่องจาก ทาง รพได้ฟังก์ชั่น เมื่อแก้ไข จำนวนยาแล้วชื่อผู้ off เปลี่ยนที่หน้าใบออเดอร์ อีก1 เรื่อง คือมีการดูใบสั่งยาผิดใบทำให้เข้าใจว่า ระบบแก้ไขให้ผิดตัว
1199,ห้องยาผู้ป่วยใน,คอมห้องยาเปิดหน้านี้ไว้ 8 เครื่อง แล้วถ้ามีเครื่องที่กดบันทึกใบสั่งยา เครื่องอื่นที่ใช้งานอะไรต่างๆหน้านี้อยู่ จะหมุนๆไปพร้อมกับเครื่องที่กดบันทึกแก้ไขรายการ หรือบันทึกใบสั่งยา,ในส่วนหน้าการทำงานส่วนอื่นๆพบผลกระทบ หรือพบเฉพาะที่ห้องยา
1200,ห้องยาผู้ป่วยใน,สามารถเซ็นยาย้อนหลัง ของวันที่ 5 6,หากมีการสั่งยาไว้ ผู้ป่วยยังไม่ D/C สามารถเซ็นจ่ายยาย้อนหลังได้
1201,ห้องยาผู้ป่วยใน,ทีมทีม Neo ช่วยดู order นี้ทีนะ ห้องยากด ตรวจสอบใบสั่งยาไม่ได้ไม่ทราบสาเหตุ,รายการในสองใบสั่งนี้มีรายการถูกลบหลังจากตรวจสอบแล้ว ในระบบห้องยานี้โอไม่ถูกลบสถานะเลยค้างทีมแก้ไขให้แล้ว
1202,ห้องยาผู้ป่วยใน,"เพิ่มเติม ตอนนี้หลายตึกเกิดปัญหา add chart ไม่ได้ ไม่ทราบเกิดจากอะไรและมีวิธีแก้ไขหรือแนวทางให้ตึกดำเนินการให้เหมือนกันไม่ให้เกิดปัญหา

เพราะตอนนี้เมื่อพบว่า add bch ไม่ได้จะเป็นการ add รายบุคคลมา ประเภทของยาจะเปลี่ยนเป็น IRX ทำให้ห้องยาแยกกับ new order ไม่ได้",ใช้ฟังก์ชั่นรายการยาส่งต่อผู้ป่วย
1203,ห้องยาผู้ป่วยใน,ค่า ตรงนี้ตั้งให้มันไม่ติ๊กlock orderไว้ตั้งแต่แรก แบบถ้าอยากlock orderจะติ๊กใหม่เอง,ส่วนนี้จะเป็นการ lock order อัตโนมัติ แต่สามารถ ไม่ติ๊กได้
1204,ห้องยาผู้ป่วยใน,"neo ช่วยตรวจสอบ 
เคสนี้จ่ายยาไปแล้ว แต่ order เด้งกลับมาหน้า new order ไม่แน่ใจเกิดจากอะไร",หากมีเพิ่ม เป็นการเพิ่มหลังจากห้องยาสกรีนอออเดอร์ไปแล้ว ทำให้รายการยาที่ยังไม่ถูกสกรีนเด้งกลับมาหน้า new order
1205,ห้องยาผู้ป่วยใน,ตรงที่วงไว้ ทำให้ไม่ขึ้นหน้านี้ ปิดแจ้งเตือนห้องยา,รออัพเดท
1206,ห้องยาผู้ป่วยใน,"กรณีที่ต้องการบันทึกยาในรายการ ให้กินวันเว้นวัน สามารถตั้งค่าที่ตรงได้บ้างนะ
ออเดอคือ gabapentin 100 mg 1 เม็ดก่อนนอน วันเว้นวัน เพื่อให้สติกเกอออกแบบวันเว้นวัน ไม่ได้ออกทุกวัน (ปกติจะตั้งค่าใน hosxp ให้ออกทุก 2 วันได้)",สามารถเพิ่มข้อมูลส่วนนี้เป็น 2 ได้ จะเป็น ให้ทุกๆ 1 ครั้งต่อ 2 วัน หรือจะเลือกเป็นวันที่ให้แทนได้
1207,"ห้องยาผู้ป่วยใน, ห้องพยาบาล",กรณี ward ชายเป็นระบบ paperless ทั้งหมดแล้ว สามารถ add chart ทั้งตึก ได้เลย,ส่วนนี้จะขึ้นอยู่กับ โฟลวการทำงานและข้อตกลงของทางโรงพยาบาล
1208,"ห้องยาผู้ป่วยใน, ห้องพยาบาล",ใบสั่งยาเคสนี้ออกมาซ้ำ 2 ใบ,มีการ add เพิ่มเข้ามา
1209,"ห้องยาผู้ป่วยใน, ห้องพยาบาล",เช็คคนไข้คนนี้ รายการให้ยามันไม่ขึ้นในเวชระเบียนใบ mar น้ำเกลือที่รันเวลาไว้แล้ว ก็ถูกออฟแล้วไม่ขึ้นในเวชระเบียนเหมือนกัน,รายการน้ำเกลือรายการนี้ใช่ จากการตรวจสอบมีลงรายการ วันที่หยุด ไว้วันที่ 20/9 ทำให้รายการไม่มาแสดงวันที่ 21/9
1210,"ห้องยาผู้ป่วยใน, ห้องพยาบาล",รพ.ฮอด ข้อมูลยาใน neo ขึ้นปกติ แต่ใน profile sheet hosxp ไม่มีข้อมูล,รายการยาเข้าฐาน opitemrece ปกตินะ เราตรวจสอบได้แค่ว่าเข้าฐาน
1211,"ห้องยาผู้ป่วยใน, ห้องพยาบาล",จากสูติ นส ประนอม ยาไม่แสดงในใบmar,รายการนี้เป็นรายการยา one day มีรายการสั่งเข้ามาวันที่ 2 รายการยาจะแสดงเพียง 24 ชม. รายการมีการสั่งมาช่วง ตี 2.30 ของวันที่ 2 รายการยาจะแสดงถึง ตี 2.30 ของวันที่ 3
1212,"ห้องยาผู้ป่วยใน, ห้องพยาบาล",สองถามถ้าจะให้ทานยาเดิมจากรพ.อื่นแต่ทางรพ.นาแกไม่มี บันทึกแบบสั่งใช้ยานอกรพ. ห้องยาไม่เห็น order โดยตรง ต้องเปิดเข้าไปดูใน doctor order sheet ซึ่งถ้าไม่มีหารแจ้งล่วงหน้า จะไม่ทราบเลย ควรทำเช่นใดดี,หากต้องการให้ไปแสดงห้องยาส่วนนี้แนะนำเป็นการสร้าง icode ยานอก 1 ตัวยาเพื่อสั่ง ตัวอย่าง ยาที่มีการสร้าง จะเพิ่มชื่อชื่อยาที่วิธีใช้
1213,"ห้องยาผู้ป่วยใน, ห้องพยาบาล","ขออนุญาต
พอดีว่า ตรงใบ mar มุมบนขวา
เป็นวันที่ 19/08/68 แต่ตรงเซ็นยา มันขึ้นวันที่ 16/08/68",จะเป็นวันที่สั่งรายการยา
1214,ห้องเวชระเบียน,พิมยาไม่ได้,พิมพ์ได้ปกติ
1215,ห้องเวชระเบียน,เรื่องการลง ICD9 มีการลงข้อมูลแล้ว รหัสไม่มาแสดง,แนะนำ
1216,ห้องเวชระเบียน,ถ้าจะให้ Day after Operation ขึ้นในช่องว่า day ที่เท่าไรต้องกรอกข้อมูลตรง,หากเป็นรายการลงผ่าตัดศัลยกรรมกระดูก จะต้องลงข้อมูลในส่วนนี้ก่อน
1217,ห้องเวชระเบียน,จะสามารถแก้ไขอย่างไรที่ไม่ให้ข้อมูลค้าใช้จ่ายขึ้นautoเพราะมีผลต่อค่าใช้จ่ายของผู้ป่วยสิทธิชำระเงินเองและต้นทุนในการรักษา,เนื่องจากเป็นรายการ Auto จากระบบเดิมของทางรพ. ส่วนนี้ทางทีมจะไม่สามารถแก้ไขได้
1218,ห้องเวชระเบียน,ขออนุญาต แบบฟอร์มประเมินประเภทคนไข้ เป็นแบบฟอร์ม,หมายถึง เอกสารพยาบาลที่ 103
1219,ห้องเวชระเบียน,เอกสาร หมายเลข 8 พิมพ์กลับหัวมา,เครื่องวางไฟล์เอกสารไม่พิมพ์กลับหัว
1220,ห้องเวชระเบียน,"ตรวจสอบ
AN 000067370
ค่าห้องพิเศษ ขึ้นเป็นกี่วัน
เนื่องจากห้องการเงินเห็นไม่ตรงกัน",รายการค่าห้องแสดงเพียงเท่านี้
1221,ห้องเวชระเบียน,"กรณี ลงบันทึก DTX ในแบบบันทึก 
แล้วแพทย์มาราวน์ เอกสารต้องไปดูเอกสารได้ตรง",สามารถดูที่แฟ้มเวชระเบียนได้เลย
1222,ห้องเวชระเบียน,ถามจะเพิ่มitemเอกสารeent ได้อย่างไร,สามารถเพิ่มที่ ผู้ดูแลระบบ > ตั้งค่าเอกสารทางการพยาบาล > ตั้งค่าหมวดเอกสาร
1223,ห้องเวชระเบียน,ใบ consent ชื่อเเพทย์วิสัญญี รายเซ็นไม่ขึ้น,จากการตรวจสอบ แพทย์ยังไม่มีรายการนำเข้าลายเซ็นต์
1224,ห้องเวชระเบียน,ขึ้นไม่ครบ AN: 680001816,ข้อมูลดึงไปแสดงหน้า 2
1225,ห้องเวชระเบียน,ประวัติ cc PI ไม่ขึ้นขอดู,รายการมาแสดงปกติ
1226,ห้องเวชระเบียน,ใบ consent form ถ้าจะให้ช่วยเปิดปุ่ม Set template ให้ ในแต่ละหัวข้อ เพื่อให้สามารถกำหนด template การให้คำแนะนำรายโรค จะ,ส่วนนี้จะยังไม่สามารถเพิ่ม ปุ่ม Set template ได้
1227,ห้องเวชระเบียน,เรื่องการดึงแนน ADL ที่บันทึกใน Neo ให้เข้า Hosxp สามารถดึง,ตอนนี้จะยังไม่สามารถดึงได้
1228,ห้องเวชระเบียน,"กรณี เอกสารประเมินความเสี่ยงต่อการตกเตียงและพลัดตกหกล้ม และ แบบรายงานการเฝ้าระวังการติดเชื้อ 
สามารถดึงข้อมูลได้ แบบแต่ละระดับความเสี่ยง มีกี่ราย",ยังไม่สามารถดึงได้
1229,ห้องเวชระเบียน,ลงรอบถัดไป แล้วรอบก่อนหน้านี้จะหายไป เป็นทุกเคส,ในส่วนของขั้นตอนการลงข้อมูลส่วนนี้ บันทึกเป็นข้อมูลใหม่ หากบันทึกแก้ไขรายการจะบันทึกซ้อนกันเป็นข้อมูลล่าสุด
1230,ห้องเวชระเบียน,ทีม Neo เอกสารหมายเลย 28 ประเมิน AWS แผ่นที่2 ไม่สามารถเเก้สัญญาณชีพได้,ส่งแก้อยู่
1231,ห้องเวชระเบียน,ในใบ วางแผนการจำหน่าย ถ้าหากข้อที่ไม่ติ๊กปฏิบัติ เอาลายเซ็นต์ออก,ส่วนนี้ยังไม่สามารถนำลายเซ็นต์ออกได้ เนื่องจากหน้าการลงข้อมูลเป็นการดึงข้อมูลทั้งหมดมาแสดง
1232,ห้องเวชระเบียน,ขออนุญาต other consent หมายเลข 18 สามารถบันทึกเพิ่มเติม คนไข้มีเจาะท้อง ทุก 2 วัน,บันทึกเพิ่มเติมที่ส่วนนี้
1233,ห้องเวชระเบียน,ประเมินneuro signให้เข้าหน้าไหนนะคะ,เอกสารพยาบาลที่ 8 สามารถใช้ได้ไหมคะ
1234,ห้องเวชระเบียน,รบกวนลบ From ให้เลืด 101 ของนายศักดิ์ศรี หิรัญเศรษฐ์วัฒน์ HN 483744ค่ะ,สามารถลบใน form ได้เลยนะคะ ส่วนนี้ทีมแก้ไขเรียบร้อยค่ะ
1235,ห้องเวชระเบียน,"เอกสาร 355 ลงข้อมูลเสร็จ กด edit แล้ว view ดูข้อมูลไม่ขึ้นค่ะ 
ลงข้อมูลเสร็จ กด add new แล้ว กด edit/save new ขึ้นตามภาพ ค่ะ ให้คลิกตรงไหนบ้างคะ",แนะนำวิธีใช้
1236,ห้องเวชระเบียน,แบบ ประเมิน PEW ขึ้นระบบยังนะค่ะ,ส่วนนี้จะยังไม่ขึ้นระบบนะคะ เนื่องจากอยู่ระหว่างดำเนินการค่ะ
1237,ห้องเวชระเบียน,"ฟอร์มปรอทของ ward ญ 
ไม่โหลดเลยค่ะ 
ไม่แน่ใจเป็นที่ internet หรือ neohosp",ทีมสามารถเปิดฟอร์มปรอทที่เครื่องวางไฟล์ได้ปกติเลยนะคะ
1238,ห้องเวชระเบียน,เคสนี้v/s ขึ้นเฉพาะวันแรกค่ะ วันต่อๆไปไม่เห็น An 680001887 admit home ward,รายการแสดงปกตินะคะ
1239,ห้องเวชระเบียน,สอบถามคะ กรณีผู้ป่วยที่จำหน่ายแล้ว ตรงฟอร์มปรอท บางเคสก็ขึ้นจำหน่ายเวลา...และบางเคสไม่ขึ้นคะ,เลือก 1 รายการกด space bak ในช่องว่างๆให้ข้อมูลแสดง บันทึกแก้ไขค่ะ ข้อมูลจะอัปเดทเป็นข้อมูลปัจจุบันให้นะคะ
1240,ห้องเวชระเบียน,รบกวนถามอาจารย์ คะ ว่า เอกสารหมายเลข 3 มาได้ยังงัยคะ มีบางเคสคะ ทั้งๆที่ไม่ได้ประเมินคะ,จากการตรวจสอบมีรายการบันทึกข้อมูลนะคะ หากเอกสารยังไม่มีการบันทึกข้อมูลชื่อผู้บันทึกจะต้องเป็นชื่อที่ log in ค่ะ
1241,ห้องเวชระเบียน,"สอบถามคะ
กรณี แพทย์สรุปแล้ว
แต่เวลา DC ไม่ขึ้น","เลือก 1 รายการกด space bar ในช่องว่างๆให้ข้อมูลแสดง บันทึกแก้ไขค่ะ
"
1242,ห้องเวชระเบียน,ฝากเปลี่ยนวันเป็นวันที่10ค่ะ,จากการตรวจสอบส่วนนี้เอกสารบันทึกวันที่ปัจจุบัน ไม่สามารถแก้ไขข้อมูลได้ค่ะ
1243,ห้องเวชระเบียน,สอบถามเพิ่มครับ คนไข้คนนี้ผมจะสรุปชาร์ต แต่ดูประวัติไม่มี progress note ครับ,จากการตรวจสอบไม่มีรายการสั่งยาจากใบออเดอร์ neo ค่ะ
1244,ห้องเวชระเบียน,รบวนดู AN 680005602 ส่วน 100010 medical adminiistration record ขึ้น error,ไม่มีรายการยาเข้าที่ Mar ทำให้เอกสารไม่สามารถแสดงได้
1245,ห้องเวชระเบียน,และใบ Admission ตอนนี้จะเป็น 2 แผ่นตลอด (กระดาษเปล่า),อยู่ระหว่างแก้ไข
1246,ห้องเวชระเบียน,ขอติดตามปัญหาที่เคยแจ้งไว้แล้ว เรื่อง PE ที่ลายเซ็นแพทย์ยังอยู่ที่หน้า1 แต่แพทย์ทำPE 2 หน้า จะได้รับการแก้ไขเมื่อไหร่,ตอนนี้เอกสารอยู่ในคิวรอแก้ไขนะ
1247,ห้องเวชระเบียน,เคสนี้ข้อมูลข้างในไม่ครบ เปิดดูprogession noteไม่ได้,จากการตรวจสอบไม่มีรายการใบออเดอร์นะ ทำให้รายการ progress note ไม่มาแสดง
1248,ห้องเวชระเบียน,สอบถาม จะดาวน์โหลดชาร์ท ทำไมเอกสารอย่างอื่นไม่มาด้วย,จากการตรวจสอบยังไม่จัดเอกสารครบทุกหมวดนะ ทำให้เอกสารที่บันทึกไว้ไม่เข้าเวชระเบียนผู้ป่วยใน
